address,name,rate,votes,location
"2/1,7th Main, Dwarakangar Hosakerehalli, Banashankari, Bangalore",Kolkata Kathi Roll's,3.6,18,Banashankari
"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",Upahara Darshini,3.9,40,Basavanagudi
"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,2.5,35,Basavanagudi
"433/30/1, 10th Main, 28th A cross, 4th Block, Jayanagar, Bangalore",Anda Ka Funda,3.4,89,Jayanagar
"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",Shri Vinayaka Ice N Juice,3.2,11,Basavanagudi
"147, 27th Cross, 3rd Main, 6th Block, Yediyur, Jayanagar, Bangalore",Ibaco,3.9,33,Jayanagar
"202F, 27th Cross Road, Opposite Sapna Book House, Jayanagar, Bangalore",Jalaram Sweets,3.8,32,Jayanagar
"2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",Samskruti - Sanman Gardenia,4.1,139,Jayanagar
"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",Bendakaluru Bytes,3.2,154,Vijay Nagar
"2466, 24th Cross Road, Siddanna Layout, Stage II, Banashankari, Bangalore",Cocoa Bakes,3.6,14,Banashankari
"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",Chumma Delicious,3.7,237,Banashankari
"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",New Prashanth Hotel,3.9,388,Banashankari
"14/1, 8th Fmain, 3rd Block, Jayanagar, Bangalore",SSV Upahar,0.0,0,Jayanagar
Near dayananda sagar college kumarswamy layout,Dwaraka Grand,3.9,128,Kumaraswamy Layout
"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Gufha - The President Hotel,4.1,1875,Jayanagar
"#72, 3rd Cross DSI Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Tanna's Kitchen,3.1,7,Kumaraswamy Layout
"8/10, Subramanyapura Main Road, Near Royal Mart, Uttarahalli, Bangalore",Shree Mandarathi Grand,3.7,38,Uttarahalli
"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",Mojo Pizza - 2X Toppings,4.2,179,Banashankari
"23/1, Shop Street Road, Basavanagudi, Bangalore",Iceberg Icecreams,4.0,43,Basavanagudi
"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",South Kitchen,4.3,275,Basavanagudi
"63, 18th Cross, 3rd Block, Jayanagar, Bangalore",Chung Wah,3.7,323,Jayanagar
"24, Subramaniapura Main Road, Uttarahalli, Bangalore",Shanthi Sagar,3.1,28,Uttarahalli
"Next To Surana College, South End Circle, Basavanagudi, Bangalore",Millet Mama,3.9,18,Basavanagudi
"318, Old market Road V.V.Puram, Basavanagudi, Bangalore",Bangarpet Chat Express,3.3,6,Basavanagudi
"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",Prems Graama Bhojanam,4.3,322,Jayanagar
"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Java City,2.6,157,Jayanagar
"1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore",Kamat Bugle Rock,3.9,543,Basavanagudi
"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",Puliyogare Point,4.2,444,Basavanagudi
"36/1, 27th Cross, 4th Block, Jayanagar, Bangalore",Bangalore Agarwal Bhavan,3.9,134,Jayanagar
"13, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Stove,3.8,577,Jayanagar
"137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",De Thaali,3.9,144,Jayanagar
"27, Gandhi Bazaar Main Rd, Basavanagudi, Bangalore",Just Thindi,3.6,16,Basavanagudi
"Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",Matru Sagar,3.6,84,Banashankari
"78, Nagendra Block, Giri Nagar, II Phase, Banashankari,Bangalore",Vasanth Vihar - Since 1965,3.6,95,Banashankari
"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Sea Spice by 7 Star,4.0,349,Banashankari
"1328, 50 Feet Road, Stage 1, Kumaraswamy Layout, Bangalore",Desi Dawat,3.7,248,Kumaraswamy Layout
"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",Cafe Aira,4.1,216,Basavanagudi
"534, 49th Cross, 50 Feet Road, Kumaraswamy Layout, Bangalore",Mast Punjabi,2.6,231,Kumaraswamy Layout
"23, 7th Main, KSRTC Layout, Chikkalsandra, Main Road, Uttarahalli, Bangalore",South Grand,3.4,102,Uttarahalli
"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",The Pizzeria,2.8,45,Banashankari
"2nd Cross, JHBCS Layout, Kumaraswamy Layout, Bangalore",Cafe Zone,3.9,149,Kumaraswamy Layout
"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchis Point,3.8,75,Banashankari
"8th Main Road, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bengaluru",Firangi Bake,4.0,53,Rajarajeshwari Nagar
"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",The Royal Corner - Pai Viceroy,4.2,815,Jayanagar
"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",Hara Fine Dine,4.0,633,Banashankari
"30, 8th F Main Road, Jayanagar, Bangalore",Chocoberry,3.5,56,Jayanagar
"2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore",Dakshin Grand,3.0,82,Banashankari
"278, 37th A Cross, 2nd Main, 8th Block, Jayanagar, Bangalore",Sandwichwallas,3.7,35,Jayanagar
"17,Bull Temple, Road, Basavanagudi, Bangalore",Chai Mane,3.6,20,Basavanagudi
"1328, 50 Feet Road, Kumaraswamy Layout, Bangalore",SLV Upachar,3.1,14,Kumaraswamy Layout
"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",Waffle-A-Go Go,3.9,70,Banashankari
"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",Cross Road Cafe,3.9,91,Jayanagar
"644, 1 B, Main Road, Kanakapura Road, 8th Block, Jayanagar, Bangalore",Anand Donne Biriyani,3.6,45,Jayanagar
"23/35, 7th Cross, Dwarakanagar, Hosakerhalli, Banashankari, Bangalore",Seven Star,3.4,7,Banashankari
"30, 7th Cross, Dwaraka Nagar, Banashankari, Bangalore",Stop 'N' Joy,3.8,28,Banashankari
"940, 20th Main, Opposite South Entrance, BDA Complex, Banashankari, Bangalore",Sri Yaksha Shiv Sagar,3.6,24,Banashankari
"Sri Chakravarthi Complex, Sajjan Rao Circle, V.V. Puram, Basavanagudi, Bangalore",Fudge,3.8,36,Basavanagudi
"45, 6th C Main Road, 4th Block, Jayanagar, Bangalore",Just Bunny,3.5,11,Jayanagar
"269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",Bakers Town,3.8,77,Kumaraswamy Layout
"344, 50 Feet Road, Dasarhalli, Srinagar, Banashankari, Bangalore",Shree Mahalakshmi Sweets,3.2,8,Banashankari
"278, 34th Cross Road, 4th Block, Jayanagar, Bangalore",Kaapi Kendra,3.7,14,Jayanagar
"1616, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Ivy,3.8,210,Kumaraswamy Layout
"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",The Airos,4.1,130,Jayanagar
"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore",Chai Kraft,4.1,30,Jayanagar
"54, Rashtriya Vidyalaya Road, 2nd Block, Basavanagudi, Bangalore",South Point Pub,3.4,11,Basavanagudi
"34/1, 2nd & 3rd Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore",The Trundle,3.7,133,Jayanagar
"183/28, 2nd Main Road, 36th B Cross, 7th Block, Jayanagar, Bangalore",The Krishna Grand Xpress,4.0,136,Jayanagar
"60/2, Sajjan Rao Circle, V V Puram, Basavanagudi, Bangalore",Sri Krishna Darshini,3.1,4,Basavanagudi
"12, Ground Floor, R V Road, Near Southend Metro Station, Basavanagudi, Bangalore",Shringar Sweets & Snacks,3.5,11,Basavanagudi
"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",Udupi Grand,3.8,74,Basavanagudi
"91/1, Ganesh Mahal Building, Sirsi Road, Chamarajpet, Basavanagudi, Bangalore",Ganesh Grand,3.7,30,Basavanagudi
"Jain Temple Street, V.V.Puram, Basavanagudi, Bangalore",Shreyas Upahar & Burger Point,3.0,7,Basavanagudi
"21,National High School Road,VV Puram, Basavanagudi, Bangalore",Little Cafe,3.7,54,Basavanagudi
"11/3, Old Market Road, V V Puram, Basavanagudi, Bangalore",Mumbai Badam Milk & Lassi Center,3.6,23,Basavanagudi
"22nd Cross, 22nd Main Road, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",Sri Krishna Sagar,3.2,119,Banashankari
"198, 2nd Block, 3rd Stage, Outer Ring Road, Banashankari, Bangalore",Mylari Biryani Family Restaurant,3.7,73,Banashankari
"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",1980s Games Cafe,3.4,58,Basavanagudi
"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore",Kadala Tarangaa,3.6,129,Banashankari
"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Namma Biryani,3.6,24,Banashankari
"Dayanandasagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Nandhanu's Rasoi,3.0,175,Kumaraswamy Layout
"D/25, 2nd Main, 260 Mysore Road Tollgate, Opposite Gopalan Mall, Mysore Road, Bangalore",Hotel Pork Paradise,3.7,21,Mysore Road
"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",As On Fire,3.5,41,South Bangalore
"272, 14th Cross Road, Yediyur, Jayanagar, Bangalore",J K Fish Land,3.6,35,Jayanagar
"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",Curry Leaves,4.1,176,Basavanagudi
"742, 50 Feet Rd, Raghavendra Block, Banashankari 3rd Stage, Banashankari, Bangalore",Lassi Shop,3.5,45,Banashankari
"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",Magic Meals,3.7,47,Jayanagar
"7th Main Road, 4th Block, Jayanagar East, Bangalore",Desi Cream Junction,3.7,36,Jayanagar
"16, Sri Banashankri Arcade, Opposite GSI Building, Kumaraswamy Layout, Bangalore",Tandoori Bytes,3.6,59,Kumaraswamy Layout
"52 ,Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Bangalore Donne Biriyani,3.2,4,Kumaraswamy Layout
"57, Kadirenahalli Road, Banashankari, Bangalore",SGS Non Veg - Gundu Pulav,3.8,101,Banashankari
"2465, 24th Cross, 2nd Stage, Banashankari, Bangalore",Keventers,3.7,54,Banashankari
"142/1,Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore",Navi Food Point,3.6,22,Basavanagudi
"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore",Shawarma Inc,3.1,31,Banashankari
"83/5,4th Cross. 50 Feet Road,1st Stage, Kumaraswamy Layout, Bangalore",The Cafe Nuts and Bolts,3.0,29,Kumaraswamy Layout
"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore",AM WOW,3.4,6,Jayanagar
"1, Krishna Rao Road, Basavanagudi, Bangalore",Lalbagh Grand,3.0,22,Basavanagudi
"476, 2nd Floor, 9th Cross, Avalahalli, Banashankari, Bengaluru",Funjabi Curries,2.9,11,Banashankari
"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru",Eat Repeat,3.9,101,Basavanagudi
"84/1, South End Road, Basavanagudi, Bangalore",Nammura Donne Biriyani,3.5,155,Basavanagudi
"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore",Lassi Stop,3.4,12,Banashankari
"Kabirmutt Road, Gavipuram Extension, Basavanagudi, Bangalore",Dakshin Kitchen,3.6,15,Basavanagudi
"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore",Sri Sai Cafe,3.5,10,Basavanagudi
"Near Reliance Trends, 1st Cross, 3rd Phase, Banashankari, Bangalore",Sri Sai 99 Variety Dosa,3.8,25,Banashankari
"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore",Utsav Restaurant,3.8,61,Banashankari
"11, Canara Bank Colony, Uttarahalli, Bangalore",Crunch and Munch,3.7,23,Uttarahalli
"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Food Geek,3.8,25,Basavanagudi
"1832, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore",Sri Krishna Aramane,3.7,40,Kumaraswamy Layout
"Near Metro Station R.V.Road, Basavanagudi, Bangalore",Great Indian Rolls,3.3,4,Basavanagudi
"14/1 5 th Main 2nd Cross, Near BMS Hostel, Basavanagudi, Bangalore",Chats Point,3.4,8,Basavanagudi
"139, 72nd Cross, Kumaraswamy Layout, Bangalore",Food Point,3.5,32,Kumaraswamy Layout
"65, Parvati Bhavan, Appu Rao Road, Chamaraj Pet, Chamarajpet, Basavanagudi, Bangalore",Swarga Ruchi,3.3,10,Basavanagudi
"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore",Kolkata King,3.4,6,Basavanagudi
"22, Second Main Road, 7th Block, Jayanagar, Bangalore",Sandwich Mama's And Frozen Monster,3.8,53,Jayanagar
"16, Lalitha Enterprises, Kadirenahalli Main, Bendre Nagar, Kumaraswamy Layout, Bangalore",New Rajadhani Spicy,3.7,67,Kumaraswamy Layout
"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore",Big Mishra Pedha,2.9,23,Jayanagar
"28/12/2, 3rd Main Road, Mountjoy Extension, Hanumantanagar, Banashankari, Bengaluru",VEGeatz,3.4,19,Banashankari
"17, Near BDA Complex, 25th Cross Road, 21st Main, 2nd Stage, Banashankari, Bangalore",Foodizo,3.6,24,Banashankari
"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore",Food Springs,4.0,232,Jayanagar
"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",Chung's Chinese Corner,3.9,221,Jayanagar
"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",Eurasia Pasta and Barbeque by Little Italy,4.1,1063,Jayanagar
"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Goli Vada Pav No. 1,3.7,93,Basavanagudi
"16, 5th B Main, KR Road, Jayanagar, Bangalore",Ragoo's,3.9,233,Jayanagar
"Near National College, 7th Block, Jayanagar, Bangalore",Pure & Natural,3.9,211,Jayanagar
"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",Maiyas,4.0,1778,Jayanagar
"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore",Sip n Dine,3.6,218,Vijay Nagar
"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,3.7,514,Basavanagudi
"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore",Jalpaan,4.0,866,Jayanagar
"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore",Kataria's Pakwan,3.2,96,Kumaraswamy Layout
"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",Juicy Momos,3.5,80,Banashankari
"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Amande Patisserie,4.0,73,Basavanagudi
"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore",Anand Sweets and Savouries,3.9,84,Jayanagar
"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",Chicken Hunt,3.5,88,Banashankari
"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",Swadesh Tadka,3.5,179,Banashankari
"44/1, Bull Temple Road, Basavanagudi, Bangalore",Cane-O-La,3.8,61,Basavanagudi
"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore",New Biryani Mane,3.7,128,Uttarahalli
"9A Main Road, 3rd Block, Jayanagar, Bangalore",Upahara Darshini,3.8,339,Jayanagar
"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",Karnataka Bhel House,4.1,449,Basavanagudi
"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore",Sreeraj Lassi Bar,4.1,210,Jayanagar
"54, Bull Temple Road, Basavanagudi, Bangalore",Juice Junction Food Court,3.7,57,Basavanagudi
"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",Bunt's Biriyani Palace,3.0,213,Banashankari
"525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore",Chai Point,3.2,208,Jayanagar
"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore",Janahaar,3.8,70,Banashankari
"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",Utsav,3.7,59,Banashankari
"241, 100 Feet Road, Opposite Eshwari Theater, 3rd stage, Banashankari, Bangalore",Meat And Eat,3.1,10,Banashankari
"173, Shop 4, Ground Floor, Teachers Colony, First stage, D.S.I College Main Road, Kumaraswamy Layout, Bangalore",Snacks Bite,3.0,9,Kumaraswamy Layout
"642, 14th Main, Kumaraswamy Layout, Bangalore",The Spice Saga,3.7,124,Kumaraswamy Layout
"1061, Gowrisutha, 50 Feet Rd, 1st Stage, Kumaraswamy Layout, Bangalore",Dakshin Cafe,3.7,19,Kumaraswamy Layout
"201, 4th Main Road, Next to National Lassi Bar, Chamrajapet, Basavanagudi, Bangalore",Kaulige Millet Corner,3.3,4,Basavanagudi
"1771, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",Ifruit Ice Cream,3.3,4,Kumaraswamy Layout
"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",Havmor,3.8,21,Basavanagudi
"6/1, Anjaneya Nagar, 100ft Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore",Grand Food,3.4,8,Banashankari
"1080, Near Niligiris, Kumaraswamy Layout, Bangalore",Dining Hut,3.5,10,Kumaraswamy Layout
"1554, 11th Cross, 1st Stage, Kumarswamy Layout, Near Sagar Hospital, Kumaraswamy Layout, Bangalore",Desi Swaad,3.5,10,Kumaraswamy Layout
"Sri Ganesh Fast Food. Opposite Goli ,Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Yummy Momos,3.2,4,Kumaraswamy Layout
"Fresh Menu, Stavyah Arcade #10, 3rd floor 9th Main, Opp to Daily Bread, Yarab Nagar Main Rd, Banashankari Stage II, Bengaluru- 560070.",Masale Daan,3.1,4,Banashankari
"954, 2nd Floor, 24th Main, 2nd Phase, Opposite LIC Building, JP Nagar, Bangalore",Grow Fit,3.6,16,JP Nagar
"728, 24th Cross, Opposite SBI Bank, 1st Stage, Kumaraswamy Layout, Bangalore",Lassi Spot,3.3,4,Kumaraswamy Layout
"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Sandwich Hub,3.4,12,Jayanagar
"24, 8th C Main, Behind Post Office, 4th Block, Jayanagar, Bangalore",Udupi Sri Krishna Cafe,3.9,14,Jayanagar
"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",Starlite Bakery & Fastfood,3.7,0,Jayanagar
"2, Medical College East Main Road, Kalasipalyam, Behind Bangalore Medical College, City Market, Bangalore",Veganbreak24x7,2.8,5,City Market
"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",Aadhya Hotel,3.3,5,Basavanagudi
"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore",Dodda Mane Baaduta,3.5,15,Banashankari
"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",Swadd Kitchen,3.4,4,Basavanagudi
"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi",Happy Chopsticks,3.6,17,Basavanagudi
"99, 3rd Main Road, Hanumanthnagar, Banashankari, Bangalore",Sai Super Sandwich,0.0,0,Banashankari
"Shop 9, East Anjanaiya Temple Street, Gandhi Bazar, Basavanagudi, Bangalore",Right Pizza,0.0,0,Basavanagudi
"5 Zaina Towers, 9th Main Yarab Nagar Main Road Banashankari, Bangalore",Udupi Upachar,3.3,6,Banashankari
"Shop 97, 22nd Main Road, Near Banashankari BDA complex, Banashankari Stage II, Banashankari, Bangalore",Davanagere Benne Dose Hut,3.4,10,Banashankari
"203 4th Main, 4th Cross, Chamrajpet, Basavanagudi, Bangalore",The Sip Shop,0.0,0,Basavanagudi
"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore",Subz,4.2,2022,Jayanagar
"916, 1st Stage, 24th Cross Road, Kumaraswamy Layout, Bangalore",Sri Banashankari Upahara,0.0,0,Kumaraswamy Layout
"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",Mint and Mustard,4.0,232,Basavanagudi
"169, Subbarama Chetty Rd, NR Colony, Basavanagudi, Bangalore",Chinese Square,3.9,38,Basavanagudi
"4, 12th Cross, Kadarenahalli, 2nd Stage, Banashankari, Bangalore",Hyderabad Express,0.0,0,Banashankari
"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore",Punjabi Raswada,3.5,431,Jayanagar
"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Vinny's,4.2,2115,Banashankari
"126/3, Uttarahalli Main Road, Sarvabouma Nagar, Chikkalasandra, Uttarahalli, Bangalore",Chetty's Corner,3.4,30,Uttarahalli
"Bengaluru, Jayanagar, Bangalore",Kapoor's Cafe,4.2,150,Jayanagar
"8, 1st Cross Road, Teachers Colony, Kumaraswamy Layout, Bangalore",Donne Biryani & Kabab Corner,3.3,12,Kumaraswamy Layout
"Next to Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",S M V Snacks Corner,3.7,33,Basavanagudi
"166/A 2nd Floor, R.V Road, Above DTDC Office, V.V Puram, Near Minerva Circle, Basavanagudi, Bangalore",Steaming Mugs,3.9,240,Basavanagudi
"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore",Rajathadri Food Fort,4.0,465,Jayanagar
"523, 33rd Cross, Jayanagar, Bangalore",Brew Meister,4.1,970,Jayanagar
"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",Rasoi,3.3,128,Banashankari
"Near Dayananda Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore",Mr. Singh Da Dhaba,3.6,241,Kumaraswamy Layout
"406, 2nd Cross, Vidyapeeta Layout, Banashankri, Bangalore",Kababs N Biryani,3.4,22,Banashankari
"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",Ayodhya Upachar,4.3,734,Banashankari
"266/B, 7th Block, Jayanagar, Bangalore",Biriyani Mane,3.8,130,Jayanagar
"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",Cafe Ajfan,4.2,261,Jayanagar
"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore",Brundhavana Food Point,4.0,191,Kumaraswamy Layout
"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore",SLV Corner Restaurant,4.1,364,Basavanagudi
"83/1, 50 Feet Main Road, Goviayanahallo, Kumaraswamy Layout, Bangalore",Biryani Royals Garden,0.0,0,Kumaraswamy Layout
"89, Behind Venkateshwara Bar, Near PES College, 1st Stage, Banashankari, Bangalore",Hotel New Karavali,3.8,133,Banashankari
"1, Monotype, 2nd Stage, Banashankari, Bangalore",The Krishna Grand,3.9,888,Banashankari
