index,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
15214,Eatato Snack Bar,0,0,3.3,11,8,24,1819,2,9,450.0
15215,Akshaya Sambrama Veg Restaurant,0,0,3.2,13,85,73,2176,2,9,150.0
15216,Rotti Mane,1,0,3.5,21,27,73,2149,2,9,200.0
15217,Magic Box,1,0,3.3,21,27,86,2224,2,9,175.0
15218,Millers 46,0,1,4.4,2266,85,24,22,2,9,50.0
15219,Cafe Kaara,0,0,4.2,164,82,16,672,2,9,150.0
15220,CAMP TANDOOR,1,0,3.7,15,82,73,1585,2,9,175.0
15221,Peppa Zzing,1,0,4.3,1133,28,16,599,2,9,125.0
15222,KAARA BY THE LAKE,0,0,4.0,47,82,16,628,2,9,250.0
15223,Meat And Eat,1,0,3.3,33,2,73,1114,2,9,50.0
15225,Juicemaker,0,0,3.8,29,15,11,293,2,9,300.0
15226,New Prashanth Naati Style,0,0,3.8,29,15,73,2160,2,9,100.0
15227,Konark Vegetarian Restaurant,0,0,4.1,407,14,24,1760,2,9,175.0
15228,California Burrito,0,0,4.0,53,15,73,1516,2,9,150.0
15229,Rolls On Wheels,0,0,3.7,61,15,73,1185,2,9,100.0
15230,Grand Spicy Restaurant,0,0,3.6,34,15,24,1894,2,9,200.0
15232,Cafe Nibras,0,0,3.4,10,2,16,538,2,9,150.0
15235,BISO - Citrus Hotels,0,1,3.9,158,15,24,1982,2,9,100.0
15237,Food Corner,0,0,3.3,7,64,73,1700,2,9,400.0
15238,Indy's Comfort Food,0,0,4.1,399,78,73,1619,2,9,300.0
15239,Bearys Restaurant,0,0,3.3,6,64,24,2221,2,9,200.0
15240,Mughals Restaurant,0,0,3.2,17,78,24,1572,2,9,250.0
15247,Chaithanya Andhra Style Family Restaurant,0,0,3.2,4,15,24,86,2,9,175.0
15248,New Kohinoor Hotel,0,0,3.2,9,14,24,1585,2,9,150.0
15251,Spicy Restaurant,0,0,3.0,25,85,73,1649,2,9,125.0
15252,Painted Platters,0,0,3.9,38,82,0,230,2,9,150.0
15253,Little Paramount Restaurants,0,0,3.6,32,85,73,1566,2,9,100.0
15255,Bhaiyaji Food Court,0,0,3.4,27,51,73,1879,2,9,200.0
15262,Coastal Creek,0,0,3.3,13,85,24,1811,2,9,200.0
15264,The Lovin' Oven Cakery,0,0,3.5,11,2,0,230,2,9,150.0
15267,Malabar Kitchen,1,0,3.2,5,14,73,1429,2,9,150.0
15271,Upsouth,1,0,3.8,51,2,50,2149,2,9,125.0
15272,Belly Deli,1,0,4.1,179,20,36,1109,2,9,100.0
15273,Nawab's Kolkatta Roll,0,0,3.4,5,8,56,2316,2,9,250.0
15275,Sotang's,0,0,3.3,9,36,73,1649,2,9,250.0
15276,Royal Restaurant,0,0,3.2,7,78,73,1649,2,9,150.0
15277,Shree Sadguru Refreshment,0,0,3.2,4,82,73,2176,2,9,175.0
15278,Shan Restaurant,1,0,3.0,20,8,73,1422,2,9,150.0
15279,Hotel Fine,1,0,3.5,24,85,24,1649,2,9,75.0
15280,Baahubelly,1,0,3.7,68,8,24,2221,2,9,175.0
15281,Hatti Punjab Di,1,0,2.8,20,8,24,1649,2,9,75.0
15284,Juice Shop,1,0,3.3,11,8,73,2281,2,9,200.0
15290,Home Treat,0,0,3.1,7,8,73,1585,2,9,150.0
15291,The Rennan's Cafe,1,0,2.9,48,36,73,748,2,9,300.0
15292,Ambur Hot Dum Biryani,0,0,3.2,6,82,73,333,2,9,400.0
15293,Sri Rama,0,0,3.2,4,78,73,2149,2,9,50.0
15294,Pooja Veg,1,0,3.1,9,20,73,2149,2,9,400.0
15299,Bhajanka's Restaurant,1,0,3.6,21,36,24,2311,2,9,125.0
15300,CK's Bakery,1,0,3.5,4,13,0,239,2,9,75.0
15302,Eatapita,1,0,4.0,128,36,73,154,2,9,75.0
15303,Cream Factory,1,0,3.5,16,64,37,1035,2,9,175.0
15304,Pinxx - Royal Orchid Central,1,1,3.8,198,51,24,1338,2,9,50.0
15305,Funjabi,1,0,3.5,140,12,24,1585,2,9,300.0
15306,Debby's Kitchen,1,0,3.6,16,20,73,1537,2,9,150.0
15307,Cafe Jezve,1,0,3.8,18,44,16,475,2,9,800.0
15308,Thom's Bakery,0,0,4.1,211,20,5,239,3,9,400.0
15309,Albert Bakery,0,0,4.3,346,20,0,239,3,9,200.0
15310,Corner House Ice Cream,0,0,4.1,219,20,37,1302,3,9,325.0
15312,Komala Refreshments,0,0,4.0,102,20,73,2149,3,9,200.0
15313,Natural Ice Cream,0,0,4.1,119,20,37,1302,3,9,375.0
15314,Kenz Karam,1,0,3.5,10,20,86,1041,3,9,150.0
15315,Sultan's Creams & Faloodas,1,0,3.3,4,20,37,1297,3,9,200.0
15316,Cafe Arabica,0,0,4.1,147,20,74,496,3,9,50.0
15317,Patisserie Nitash,0,0,4.2,142,20,0,222,3,9,50.0
15318,Anand Sweets and Savouries,0,0,3.9,42,20,83,1531,3,9,75.0
15320,The Sugar Fairy,0,0,4.3,241,20,0,230,3,9,200.0
15322,Cream Chemistry,1,0,3.9,149,20,37,1302,3,9,100.0
15324,Luna Sweets,0,0,3.6,19,20,37,1065,3,9,225.0
15325,The Lassi Park,0,0,3.8,37,20,11,1383,3,9,250.0
15326,Ibaco,1,0,3.7,54,20,37,1035,3,9,150.0
15327,Thomson's Bakery,0,0,3.5,7,20,0,222,3,9,100.0
15328,Cool Corner Arun Ice Cream,0,0,3.5,8,20,37,1058,3,9,75.0
15329,Atty's Bakery,1,0,4.0,73,20,0,222,3,9,350.0
15331,Bombay Chowpaty Kulfi,0,0,4.2,267,20,43,1302,3,9,250.0
15332,KC Das - Sweet Bite,0,0,3.5,20,20,84,1531,3,9,500.0
15333,Happy Belly Bakes,1,0,4.1,252,20,2,225,3,9,200.0
15334,The Bakery World,0,0,3.2,5,20,0,230,3,9,100.0
15335,L'inoui,0,0,3.5,6,20,37,1035,3,9,150.0
15336,Konfection Konnection,0,0,3.6,13,20,86,1035,3,9,425.0
15337,Sweet Chariot,0,0,3.1,20,20,37,239,3,9,400.0
15338,Cream Stone,1,0,4.0,80,20,37,1041,3,9,500.0
15339,Leia Soul Food,0,0,3.8,41,20,0,222,3,9,200.0
15340,Just Baked,0,0,3.4,11,20,0,230,3,9,500.0
15341,Baker Ree,0,0,3.7,22,20,36,230,3,9,150.0
15342,The French Loaf,1,0,2.8,142,20,5,230,3,9,425.0
15343,Cafe D'Costa,0,0,3.8,40,20,0,222,3,9,400.0
15344,Baskin Robbins,1,0,3.1,21,20,37,1302,3,9,400.0
15345,Bhagatram Sweets,0,0,3.6,223,14,73,2302,3,9,400.0
15347,Haji Ali Juice Centre,1,0,4.0,78,14,75,1179,3,9,400.0
15348,Rawal Jalebi,1,0,3.5,9,14,37,1035,3,9,350.0
15349,Tewari Bros Mithai Shoppie,1,0,3.8,59,14,83,1164,3,9,500.0
15350,Keventers,1,0,3.9,54,14,13,1046,3,9,100.0
15351,Santhanam Sweets & Savouries,0,0,3.9,35,14,83,1531,3,9,100.0
15352,Shilpa Veg,0,0,3.6,37,78,73,2264,3,9,225.0
15353,Sreeraj Lassi Bar,1,0,3.9,73,78,39,289,3,9,300.0
15354,Excelsior Bakery,0,0,3.6,15,78,0,222,3,9,200.0
15357,Up Bhavan,0,0,3.4,6,14,83,1531,3,9,150.0
15359,Delhi Bhavan,0,0,3.4,11,14,73,2302,3,9,300.0
15360,S R & Sons Bakery,0,0,3.5,10,14,37,222,3,9,100.0
15361,Brea,0,0,3.2,7,14,5,222,3,9,150.0
15363,Hammered,1,1,4.7,4678,15,70,2008,3,9,250.0
15364,Belgian Waffle Factory,1,0,4.8,392,85,37,1035,3,9,150.0
15365,The Culinarium,0,0,4.0,25,85,20,590,3,9,150.0
15366,Dolci Desserts,1,0,4.3,654,15,20,588,3,9,200.0
15367,Skoolroom,1,0,4.3,570,82,16,565,3,9,125.0
15368,Marzipan Cafe & Bakery,1,0,4.2,432,82,17,651,3,9,200.0
15369,Amma's Pastries,0,0,4.0,98,82,37,222,3,9,100.0
15370,Bangalore Masala House,1,0,4.2,255,85,16,559,3,9,150.0
15371,Frozen Bottle,1,0,3.7,19,28,11,291,3,9,125.0
15372,The Gluten Free Baking Co.,0,0,3.8,41,2,0,222,3,9,200.0
15373,CK's Bakery,1,0,3.5,4,13,0,239,3,9,300.0
15374,Waffle Stories,1,0,3.8,31,2,50,1041,3,9,200.0
15375,Kanti Sweets,1,0,3.6,20,15,43,1531,3,9,250.0
15377,The Lobby Brew - Conrad Bengaluru,0,1,3.8,25,82,16,663,3,9,200.0
15378,Chocolate Junction,0,0,3.8,29,82,37,1035,3,9,300.0
15379,Brownie Heaven,1,0,4.2,34,15,37,1055,3,9,200.0
15381,Arya Bhavan Sweets,1,0,3.2,9,85,84,1533,3,9,150.0
15382,Just Bake,1,0,3.8,12,51,0,230,3,9,225.0
15383,Sweet Truth,1,0,3.7,21,85,36,230,3,9,350.0
15386,Ice N Spice,0,0,3.7,17,51,37,1035,3,9,150.0
15390,Shilpa Gulati's Desserts,0,0,3.6,17,15,0,222,3,9,200.0
15391,Painted Platters,0,0,3.9,38,82,0,230,3,9,225.0
15392,Bhaiyaji Food Court,0,0,3.4,27,51,73,1879,3,9,250.0
15394,The Lovin' Oven Cakery,0,0,3.5,11,2,0,230,3,9,350.0
15395,Sharief Bhai,0,1,4.3,267,20,24,1552,4,9,400.0
15396,SS Bucket Biryani,0,0,3.9,135,20,24,402,4,9,500.0
15397,Karama Restaurant,1,1,4.4,2867,20,24,142,4,9,300.0
15398,Savoury Restaurant,1,0,4.1,1447,20,24,146,4,9,150.0
15399,Sheesh Kebab,1,0,4.1,69,20,24,1585,4,9,275.0
15400,Mangalore pearl - Seafood Restaurant,1,0,4.3,1380,20,24,1488,4,9,200.0
15401,Rahhams,1,0,3.9,851,20,24,1571,4,9,200.0
15402,Chichaba's Taj,1,0,3.9,443,20,24,417,4,9,100.0
15403,Mambos Cafe,0,0,3.9,62,20,16,549,4,9,300.0
15404,Siddique Kabab Centre,1,0,3.9,431,20,24,1565,4,9,250.0
15405,Raidan Restaurant,0,0,4.0,169,20,24,117,4,9,300.0
15406,Elements Eatery,0,1,4.0,608,20,24,1027,4,9,200.0
15407,Sherlock's Pub,0,0,4.0,580,20,71,982,4,9,150.0
15408,Chung Wah,1,0,3.9,194,20,24,846,4,9,150.0
15409,Beijing Bites,0,0,3.9,221,20,24,839,4,9,300.0
15410,Zaks Mediterranean Cuisine,1,0,3.9,255,20,24,1499,4,9,150.0
15411,Nandhini Deluxe,0,0,3.6,196,20,24,1585,4,9,75.0
15412,Empire Restaurant,1,0,4.1,1864,20,24,1915,4,9,100.0
15413,Charminar Kabab Paradise,1,0,4.0,105,20,24,1738,4,9,150.0
15414,Lazio Steaks & More,1,0,3.9,119,20,24,919,4,9,75.0
15415,Altaf's Chillies Restaurant,1,0,3.8,229,20,24,1649,4,9,325.0
15416,Delicacy,1,0,3.9,306,20,24,845,4,9,200.0
15417,Alibaba Cafe and Restaurant,1,0,3.9,450,20,24,137,4,9,450.0
15418,Sunny Side Bistro,1,0,3.8,362,20,16,538,4,9,350.0
15419,Fujan,1,0,3.6,54,20,24,850,4,9,325.0
15420,Anand Sweets and Savouries,0,0,3.9,42,20,83,1531,4,9,250.0
15421,Rich Bowl,1,0,3.5,24,20,73,1758,4,9,325.0
15422,Lickity Garden,1,0,3.2,4,20,24,970,4,9,150.0
15423,Siridhanya Upahara Darshini,1,0,3.4,5,20,24,2149,4,9,150.0
15425,Taipan,1,0,3.5,126,20,24,768,4,9,150.0
15426,Dolphin Bar,0,0,3.8,61,20,30,753,4,9,100.0
15427,Oregano Pizzeria,1,0,3.5,62,20,73,1359,4,9,200.0
15428,Shanthi Sagar Deluxe,0,0,2.7,52,20,24,2246,4,9,100.0
15429,Golden Restaurant,0,0,3.7,40,20,24,2224,4,9,300.0
15432,Cafe Coffee Day,1,0,3.1,31,20,16,597,4,9,225.0
15433,Bubbles,1,0,3.7,21,20,16,475,4,9,150.0
15435,Pizza Hut,1,0,3.3,302,20,24,2034,4,9,300.0
15436,Royal Savera,0,0,3.1,14,20,24,1649,4,9,150.0
15437,Gallops,0,0,3.6,31,20,57,728,4,9,150.0
15438,Loca Moca,0,0,2.9,45,20,16,538,4,9,175.0
15439,Wangs Kitchen,1,0,3.1,112,20,24,700,4,9,250.0
15440,Thom's Bakery,0,0,4.1,211,20,5,239,4,9,150.0
15441,King Kong,0,0,3.8,63,20,73,768,4,9,400.0
15442,Manjit Da Dhaba,1,0,4.3,783,20,73,1585,4,9,250.0
15443,The Deagh,0,0,3.7,58,20,73,781,4,9,175.0
15444,Vijayalakshmi Veg,1,0,3.9,30,20,73,2149,4,9,900.0
15445,Kareem's,1,0,3.6,32,20,73,1883,4,9,650.0
15446,Arabian Mataam,0,0,3.7,19,20,73,341,4,9,250.0
15447,Masala Central,1,0,3.7,75,20,73,1585,4,9,150.0
15448,7 Plates,1,0,3.9,169,20,73,1911,4,9,275.0
15449,Indira Darshini,1,0,3.6,27,20,73,2176,4,9,100.0
15450,Fanoos,1,0,3.9,132,20,73,156,4,9,600.0
15451,Domino's Pizza,1,0,3.7,288,20,73,2034,4,9,600.0
15452,Komala Refreshments,0,0,4.0,102,20,73,2149,4,9,650.0
15453,Cafe Arabica,0,0,4.1,147,20,74,496,4,9,800.0
15454,Kenny's Restaurant,1,0,3.6,31,20,73,778,4,9,300.0
15455,Zayan Kabab Korner,0,0,3.8,38,20,73,1398,4,9,700.0
15456,Shiv Shankar Chaats,0,0,3.7,19,20,73,2278,4,9,275.0
15457,Cafe Iftar,0,0,3.8,20,20,73,1199,4,9,600.0
15458,Aroma Of Asia,0,0,3.9,49,20,73,1165,4,9,75.0
15459,Shahi Kabab,0,0,3.9,40,20,73,2062,4,9,500.0
15460,Karnataka Biriyani Paradise,0,0,3.4,10,20,73,1623,4,9,300.0
15461,KFC,1,0,3.3,263,20,73,457,4,9,200.0
15462,Sartaj Ambur Dum Biryani,0,0,3.2,4,20,73,333,4,9,700.0
15463,Savera Cafe,0,0,3.5,11,20,73,1092,4,9,500.0
15464,M.M.A. Kabab & Rolls,1,0,3.5,7,20,73,139,4,9,250.0
15465,Caferia,1,0,3.3,4,20,73,1199,4,9,600.0
15466,Vasudev Adiga's,0,0,2.8,29,20,73,2224,4,9,100.0
15467,Cafe Idly,1,0,3.7,81,20,73,2198,4,9,75.0
15468,Pathaan Sir,1,0,3.8,89,20,73,1185,4,9,300.0
15470,The Bong,1,0,3.1,38,20,73,272,4,9,20.0
15471,Tayabbs,1,0,3.0,9,20,73,2075,4,9,125.0
15472,Penta Cafe,1,0,3.5,12,20,73,1386,4,9,125.0
15474,Ganesh Food Joint,1,0,3.7,30,20,73,2224,4,9,250.0
15480,South Inn,1,0,3.1,24,20,73,2149,4,9,250.0
15481,Arina's,0,0,3.3,5,20,73,1129,4,9,175.0
15483,Five Star Chicken,0,0,3.3,12,20,73,2061,4,9,150.0
15488,Pooja Veg,1,0,3.1,9,20,73,2149,4,9,300.0
15490,Chote Miya,0,0,3.6,16,20,73,1556,4,9,200.0
15491,Halli Mane Food Court,0,0,3.5,11,20,73,2149,4,9,100.0
15492,Al Sadique Restaurant,0,0,3.5,31,20,73,1576,4,9,350.0
15493,Lychees Restaurant,0,0,3.2,53,20,73,1092,4,9,175.0
15494,New Taj Biryani Centre,0,0,3.5,17,20,73,429,4,9,300.0
15495,Sapthagiri's Naidu Eating Point,0,0,3.4,5,20,73,333,4,9,100.0
15497,Sri Devi Cafe,0,0,3.7,33,20,73,2176,4,9,50.0
15498,Mini Fast Food,0,0,3.1,11,20,73,1129,4,9,150.0
15500,New Prashanthi Donne Biryani,0,0,3.3,6,20,73,333,4,9,50.0
15501,Just One More,0,0,3.4,18,20,73,2262,4,9,75.0
15504,Faasos,0,0,4.1,38,20,73,1637,4,9,100.0
15505,The French Loaf,1,0,2.8,142,20,5,230,4,9,150.0
15506,Subway,0,0,3.6,74,20,73,2085,4,9,850.0
15507,RS Shiv Sagar,0,0,4.1,530,14,24,794,4,9,100.0
15508,Hamza,0,0,3.9,161,78,24,1649,4,9,150.0
15509,Tiger Trail - Ramada Hotel,1,1,4.0,188,78,25,1868,4,9,275.0
15510,Utse Kitchen,1,0,4.2,175,14,24,1580,4,9,100.0
15511,New Hilal Restaurant,1,0,4.0,108,78,24,1734,4,9,300.0
15512,Taj Hotel,1,0,3.7,110,78,24,1649,4,9,75.0
15513,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,1,0,3.4,9,78,16,475,4,9,550.0
15514,Al Noor,0,0,3.8,22,78,73,1662,4,9,250.0
15515,Kamat Hotel,0,0,3.6,60,78,24,1948,4,9,125.0
15516,Imperial Restaurant,1,0,2.9,238,78,24,1677,4,9,125.0
15517,Woody's,0,0,2.5,433,14,24,833,4,9,500.0
15518,Konark Vegetarian Restaurant,0,0,4.1,407,14,24,1760,4,9,125.0
15519,Tewari Bros Mithai Shoppie,1,0,3.8,59,14,83,1164,4,9,75.0
15520,Shaadi Ki Biryani,1,0,2.8,296,14,24,333,4,9,125.0
15521,MM Bar & Restaurant,0,0,3.4,6,78,6,2221,4,9,350.0
15522,Mughals Restaurant,0,0,3.2,17,78,24,1572,4,9,175.0
15523,Norsha Caffe,1,0,3.3,6,14,16,475,4,9,250.0
15524,Murugan Mess,0,0,3.3,7,78,62,2149,4,9,200.0
15525,Petoo,0,0,3.7,32,14,24,1832,4,9,125.0
15526,New Kohinoor Hotel,0,0,3.2,9,14,24,1585,4,9,75.0
15529,Malabar Kitchen,1,0,3.2,5,14,73,1429,4,9,225.0
15530,Bhagatram Sweets,0,0,3.6,223,14,73,2302,4,9,250.0
15532,Sri Saravana Bhavan,0,0,3.9,75,14,73,2149,4,9,150.0
15533,Burger King,1,0,3.9,645,14,73,458,4,9,100.0
15534,Haji Ali Juice Centre,1,0,4.0,78,14,75,1179,4,9,150.0
15535,Chickpet Donne Biryani House,1,0,3.7,45,14,73,333,4,9,150.0
15536,Vishnu Sagar,0,0,3.0,33,14,73,2184,4,9,300.0
15537,McDonald's,1,0,2.7,92,14,73,457,4,9,300.0
15538,Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,0,0,3.6,26,78,73,333,4,9,200.0
15539,Shilpa Veg,0,0,3.6,37,78,73,2264,4,9,75.0
15540,Hotel Metropole,0,0,2.9,18,78,73,1760,4,9,150.0
15541,The Grand Taj,1,0,3.2,35,78,73,1649,4,9,350.0
15542,Ram Prasad Veg,0,0,3.6,14,78,73,2149,4,9,200.0
15543,North Indian Hotel,0,0,3.5,11,78,73,1585,4,9,250.0
15544,Royal Restaurant,0,0,3.2,7,78,73,1649,4,9,300.0
15545,Chaitanya Veg,1,0,3.2,5,78,73,2149,4,9,300.0
15546,Indy's Comfort Food,0,0,4.1,399,78,73,1619,4,9,200.0
15554,Sri Rama,0,0,3.2,4,78,73,2149,4,9,75.0
15566,K V Canteen,0,0,3.5,17,14,73,2149,4,9,150.0
15567,Cool Joint,0,0,3.6,25,14,73,289,4,9,150.0
15568,Delhi Bhavan,0,0,3.4,11,14,73,2302,4,9,350.0
15569,Hotel Kanchan's Fish & Chicken,0,0,3.3,4,78,73,2176,4,9,350.0
15571,Kanis Kitchen,0,0,3.6,14,78,73,2149,4,9,125.0
15572,Hotel Ashoka,0,0,3.7,10,78,73,2149,4,9,200.0
15573,Sagar Chats,0,0,3.8,38,14,73,716,4,9,150.0
15575,Hotel Vinitha,0,0,3.2,5,78,73,2224,4,9,175.0
15576,Sultan Shah's Restaurant,0,0,3.2,9,78,73,1585,4,9,100.0
15579,New A1 Chicken Biryani Point,0,0,3.1,6,78,73,333,4,9,200.0
15581,MDP Coffee House,0,0,3.5,13,14,73,2149,4,9,300.0
15582,Bharathi Dosa Camp,0,0,3.2,7,14,73,2149,4,9,
15583,Galaxy 2 Restaurant,0,0,3.2,4,78,73,1725,4,9,250.0
15584,Hammered,1,1,4.7,4678,15,70,2008,4,9,150.0
15585,Caraway Kitchen - Conrad Bengaluru,0,1,4.3,153,82,46,19,4,9,200.0
15586,Cafe Azzure,1,1,4.3,2671,51,16,564,4,9,100.0
15587,Samarkand,0,1,4.1,2047,28,24,1883,4,9,200.0
15588,Carnatic,0,1,4.2,170,12,24,2210,4,9,50.0
15589,1Q1,0,1,4.3,597,28,25,188,4,9,100.0
15590,Tiamo - Conrad Bengaluru,0,1,4.2,141,82,46,1344,4,9,150.0
15591,Millers 46,0,1,4.4,2266,85,24,22,4,9,250.0
15592,Eden Park,1,1,4.1,617,15,24,55,4,9,100.0
15593,Watson's,0,1,4.2,1428,82,68,1228,4,9,200.0
15594,Pasta Street,1,1,4.5,1623,15,24,1365,4,9,375.0
15595,BBQ@52,0,1,3.7,41,51,24,211,4,9,350.0
15596,Naachiyar's,1,0,3.9,117,82,24,691,4,9,350.0
15597,Carnival de Goa,1,1,4.2,982,82,25,1244,4,9,900.0
15598,Ente Keralam,1,0,4.0,1098,82,24,1435,4,9,375.0
15599,The Culinarium,0,0,4.0,25,85,20,590,4,9,100.0
15600,Dolci Desserts,1,0,4.3,654,15,20,588,4,9,950.0
15601,Republic Of Noodles - Lemon Tree Premier,0,1,4.5,550,82,24,1477,4,9,125.0
15602,Cafe Kaara,0,0,4.2,164,82,16,672,4,9,125.0
15603,Skoolroom,1,0,4.3,570,82,16,565,4,9,650.0
15604,Benjarong,1,0,4.2,858,82,24,2337,4,9,500.0
15605,Mikusu - Conrad Bengaluru,0,1,4.1,80,82,46,1372,4,9,250.0
15606,Skylit - Citrus Hotels,0,1,4.0,324,15,57,1909,4,9,300.0
15607,Banjara Melting Pot,1,1,4.2,475,15,24,1754,4,9,100.0
15608,Step Right Up,1,0,4.1,153,85,16,622,4,9,800.0
15609,Slo' Food Co.2,0,0,3.7,42,82,24,1090,4,9,350.0
15610,Shezan,1,0,4.1,391,15,24,735,4,9,250.0
15611,The Grill House,1,1,4.1,765,82,25,35,4,9,150.0
15612,Infinitea Tea Room & Tea Store,1,1,4.3,860,15,26,905,4,9,400.0
15613,Mudpipe Cafe,1,0,4.2,740,15,16,564,4,9,150.0
15614,Xpress Biryani,1,0,4.3,148,82,24,415,4,9,500.0
15615,Teppan Japanese Grill & Sushi Bar,1,0,4.3,904,82,24,1370,4,9,300.0
15616,Indian Durbar - Conrad Bengaluru,0,1,3.9,49,82,46,1585,4,9,325.0
15617,Ging - Royal Orchid Central,1,1,4.3,226,51,7,159,4,9,375.0
15618,Mani's Dum Biryani,1,0,4.0,176,82,24,379,4,9,250.0
15619,Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,1,0,3.9,462,82,19,484,4,9,650.0
15620,Smally's Resto Cafe,1,1,4.1,1852,82,16,626,4,9,400.0
15621,Peppa Zzing,1,0,4.3,1133,28,16,599,4,9,175.0
15622,Citrus Cafe - Lemon Tree Premier,0,0,3.9,183,82,24,1811,4,9,
15623,Cafe Imroze,1,0,3.6,95,28,19,522,4,9,150.0
15624,Ramana's,1,1,4.0,378,15,24,1710,4,9,700.0
15625,The Souk,1,0,3.7,66,82,16,652,4,9,325.0
15626,Marzipan Cafe & Bakery,1,0,4.2,432,82,17,651,4,9,150.0
15627,Red Lantern,1,0,3.7,161,15,24,839,4,9,150.0
15628,Cafe Cassia& Deli,0,0,4.2,115,82,26,1464,4,9,500.0
15629,WYT RestroPub,0,0,2.7,402,51,68,1649,4,9,1000.0
15630,Chung's Chinese Corner,1,0,3.3,200,15,24,700,4,9,75.0
15631,Ta'aam,1,0,4.1,402,15,24,1886,4,9,1000.0
15632,Zodiac - Fortune Select JP Cosmos Hotel,1,1,3.8,91,15,24,1955,4,9,375.0
15633,Vijaya Gardenia,1,0,3.4,63,2,24,1650,4,9,350.0
15634,Hotel Chandrika,1,0,3.8,207,15,24,2238,4,9,750.0
15635,Sagar Delicacy,1,0,3.9,87,82,24,1708,4,9,850.0
15636,Pinxx - Royal Orchid Central,1,1,3.8,198,51,24,1338,4,9,250.0
15637,New Prashanth Naati Style,0,0,3.8,29,15,73,2160,4,9,325.0
15638,CAMP TANDOOR,1,0,3.7,15,82,73,1585,4,9,250.0
15639,Bangalore Masala House,1,0,4.2,255,85,16,559,4,9,150.0
15640,Amritsari Kulcha Bite,1,0,3.9,104,82,73,1585,4,9,150.0
15641,Retreat Restaurant,1,0,3.5,86,64,24,778,4,9,300.0
15642,Maratha Darshan,0,0,4.0,107,15,73,1474,4,9,550.0
15643,Slounge - Lemon Tree Premier,0,0,4.0,62,82,57,1207,4,9,800.0
15644,A2B - Adyar Ananda Bhavan,1,0,3.6,42,82,24,2240,4,9,300.0
15645,Shanthi Sagar,1,0,4.1,205,82,73,2232,4,9,100.0
15646,Al-Baik Tandoori Restaurant,1,0,3.6,113,58,73,1657,4,9,900.0
15647,Hotel Fine,1,0,3.5,24,85,24,1649,4,9,500.0
15648,Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,4.2,382,82,16,2039,4,9,300.0
15649,Hatti Kaapi,1,0,3.8,31,82,73,2159,4,9,300.0
15650,Grand Spicy Restaurant,0,0,3.6,34,15,24,1894,4,9,250.0
15651,Chetty's Coffee,1,0,3.7,18,51,73,2149,4,9,150.0
15652,Knowhere,0,0,3.8,52,2,6,935,4,9,500.0
15653,Ujwal Restaurant,1,0,3.9,134,85,24,2135,4,9,75.0
15654,Xian,1,1,3.8,81,82,24,839,4,9,200.0
15655,Soul Cafe,0,1,3.9,315,51,16,562,4,9,125.0
15657,Gobble Up Churros Cafe,1,0,3.8,37,82,24,287,4,9,200.0
15658,Bangalore Shadi Biriyani,1,0,3.5,57,85,73,778,4,9,125.0
15659,The Lobby Brew - Conrad Bengaluru,0,1,3.8,25,82,16,663,4,9,1000.0
15660,Upsouth,1,0,3.8,51,2,50,2149,4,9,400.0
15661,The Wok Shop,1,0,3.4,7,82,73,170,4,9,200.0
15662,Cafe Nibras,0,0,3.4,10,2,16,538,4,9,300.0
15663,Chels Cafe,1,0,3.5,20,15,16,513,4,9,275.0
15664,Fish Factory-Citrus Hotel,0,1,3.9,39,15,46,2105,4,9,200.0
15665,Sanman Veg,0,0,3.5,13,15,73,2224,4,9,700.0
15666,Shawarma Time,1,0,3.7,80,82,73,107,4,9,200.0
15667,California Burrito,0,0,4.0,53,15,73,1516,4,9,350.0
15668,Ramji Chaiwale,1,0,3.7,43,82,73,293,4,9,150.0
15669,24 Carats - The Capitol,0,0,3.1,46,15,24,174,4,9,625.0
15670,BanBay,0,0,4.0,44,85,16,656,4,9,400.0
15671,Cafe Cerrise,1,0,3.8,96,82,16,579,4,9,350.0
15672,Rolls On Wheels,0,0,3.7,61,15,73,1185,4,9,250.0
15674,Cafe Monarch Luxur,0,0,3.8,23,28,24,1960,4,9,200.0
15675,The Sanctuary,0,0,3.9,61,2,16,597,4,9,225.0
15676,Arya Bhavan Sweets,1,0,3.2,9,85,84,1533,4,9,1000.0
15677,BISO - Citrus Hotels,0,1,3.9,158,15,24,1982,4,9,500.0
15678,Bazaar- Zone By The Park,0,1,3.8,52,28,24,1026,4,9,350.0
15679,Samrudh Veg,0,0,3.6,11,15,73,2176,4,9,250.0
15680,Chai Point,0,0,3.8,149,15,14,2329,4,9,200.0
15681,Cafe Jezve,1,0,3.8,18,44,16,475,4,9,150.0
15682,North Se South Veg & Non-Veg Restaurants,1,0,3.6,17,2,73,2224,4,9,225.0
15683,Hotel Zam Zam,1,0,3.1,30,24,73,1649,4,9,150.0
15684,Calcutta Chats,0,0,3.6,13,85,73,1585,4,9,175.0
15688,Bearys Restaurant,0,0,3.3,6,64,24,2221,4,9,200.0
